"V1"	"V4"
"2904"	"MIMAT0002006_st"	"ptc-miR319e"
"2905"	"MIMAT0002007_st"	"ptc-miR319f"
"2906"	"MIMAT0002008_st"	"ptc-miR319g"
"2907"	"MIMAT0002009_st"	"ptc-miR319h"
"2908"	"MIMAT0002010_st"	"ptc-miR319i"
"2909"	"MIMAT0002011_st"	"ptc-miR390a"
"2910"	"MIMAT0002012_st"	"ptc-miR390b"
"2911"	"MIMAT0002013_st"	"ptc-miR390c"
"2912"	"MIMAT0002014_st"	"ptc-miR390d-5p"
"2913"	"MIMAT0022907_st"	"ptc-miR390d-3p"
"2914"	"MIMAT0002015_st"	"ptc-miR393a-5p"
"2915"	"MIMAT0022908_st"	"ptc-miR393a-3p"
"2916"	"MIMAT0002016_st"	"ptc-miR393b-5p"
"2917"	"MIMAT0022909_st"	"ptc-miR393b-3p"
"2918"	"MIMAT0002017_st"	"ptc-miR393c"
"2919"	"MIMAT0002019_st"	"ptc-miR394a-5p"
"2920"	"MIMAT0006783_st"	"ptc-miR394a-3p"
"2921"	"MIMAT0002020_st"	"ptc-miR394b-5p"
"2922"	"MIMAT0006784_st"	"ptc-miR394b-3p"
"2923"	"MIMAT0002021_st"	"ptc-miR395a"
"2924"	"MIMAT0002022_st"	"ptc-miR395b"
"2925"	"MIMAT0002023_st"	"ptc-miR395c"
"2926"	"MIMAT0002024_st"	"ptc-miR395d"
"2927"	"MIMAT0002025_st"	"ptc-miR395e"
"2928"	"MIMAT0002026_st"	"ptc-miR395f"
"2929"	"MIMAT0002027_st"	"ptc-miR395g"
"2930"	"MIMAT0002028_st"	"ptc-miR395h"
"2931"	"MIMAT0002029_st"	"ptc-miR395i"
"2932"	"MIMAT0002030_st"	"ptc-miR395j"
"2933"	"MIMAT0002031_st"	"ptc-miR396a"
"2934"	"MIMAT0002032_st"	"ptc-miR396b"
"2935"	"MIMAT0002033_st"	"ptc-miR396c"
"2936"	"MIMAT0002034_st"	"ptc-miR396d"
"2937"	"MIMAT0002035_st"	"ptc-miR396e-5p"
"2938"	"MIMAT0022910_st"	"ptc-miR396e-3p"
"2939"	"MIMAT0002036_st"	"ptc-miR396f"
"2940"	"MIMAT0002037_st"	"ptc-miR396g-5p"
"2941"	"MIMAT0022911_st"	"ptc-miR396g-3p"
"2942"	"MIMAT0002038_st"	"ptc-miR397a"
"2943"	"MIMAT0002039_st"	"ptc-miR397b"
"2944"	"MIMAT0002040_st"	"ptc-miR397c"
"2945"	"MIMAT0002041_st"	"ptc-miR398a"
"2946"	"MIMAT0002042_st"	"ptc-miR398b"
"2947"	"MIMAT0022912_st"	"ptc-miR398c-5p"
"2948"	"MIMAT0002043_st"	"ptc-miR398c-3p"
"2949"	"MIMAT0002044_st"	"ptc-miR399a"
"2950"	"MIMAT0002045_st"	"ptc-miR399b"
"2951"	"MIMAT0002047_st"	"ptc-miR399d"
"2952"	"MIMAT0002049_st"	"ptc-miR399f"
"2953"	"MIMAT0002050_st"	"ptc-miR399g"
"2954"	"MIMAT0002051_st"	"ptc-miR399h"
"2955"	"MIMAT0002052_st"	"ptc-miR399i"
"2956"	"MIMAT0002053_st"	"ptc-miR399j"
"2957"	"MIMAT0002054_st"	"ptc-miR399c"
"2958"	"MIMAT0002055_st"	"ptc-miR399e"
"2959"	"MIMAT0002056_st"	"ptc-miR403a"
"2960"	"MIMAT0002057_st"	"ptc-miR403b"
"2961"	"MIMAT0022913_st"	"ptc-miR408-5p"
"2962"	"MIMAT0002058_st"	"ptc-miR408-3p"
"2963"	"MIMAT0002060_st"	"ptc-miR472a"
"2964"	"MIMAT0002061_st"	"ptc-miR472b"
"2965"	"MIMAT0002062_st"	"ptc-miR473a-5p"
"2966"	"MIMAT0022914_st"	"ptc-miR473a-3p"
"2967"	"MIMAT0002063_st"	"ptc-miR473b"
"2968"	"MIMAT0002064_st"	"ptc-miR474a"
"2969"	"MIMAT0002065_st"	"ptc-miR474b"
"2970"	"MIMAT0002066_st"	"ptc-miR474c"
"2971"	"MIMAT0022915_st"	"ptc-miR475a-5p"
"2972"	"MIMAT0002067_st"	"ptc-miR475a-3p"
"2973"	"MIMAT0022916_st"	"ptc-miR475b-5p"
"2974"	"MIMAT0002068_st"	"ptc-miR475b-3p"
"2975"	"MIMAT0002069_st"	"ptc-miR475c"
"2976"	"MIMAT0022917_st"	"ptc-miR475d-5p"
"2977"	"MIMAT0002070_st"	"ptc-miR475d-3p"
"2978"	"MIMAT0002071_st"	"ptc-miR476a"
"2979"	"MIMAT0002072_st"	"ptc-miR476b"
"2980"	"MIMAT0002074_st"	"ptc-miR477a-5p"
"2981"	"MIMAT0022918_st"	"ptc-miR477a-3p"
"2982"	"MIMAT0002075_st"	"ptc-miR477b"
"2983"	"MIMAT0002076_st"	"ptc-miR478a"
"2984"	"MIMAT0002077_st"	"ptc-miR478b"
"2985"	"MIMAT0002078_st"	"ptc-miR478c"
"2986"	"MIMAT0002079_st"	"ptc-miR478d"
"2987"	"MIMAT0002080_st"	"ptc-miR478e"
"2988"	"MIMAT0002081_st"	"ptc-miR478f"
"2989"	"MIMAT0002082_st"	"ptc-miR478h"
"2990"	"MIMAT0002083_st"	"ptc-miR478i"
"2991"	"MIMAT0002084_st"	"ptc-miR478j"
"2992"	"MIMAT0002085_st"	"ptc-miR478k"
"2993"	"MIMAT0002086_st"	"ptc-miR478l"
"2994"	"MIMAT0002087_st"	"ptc-miR478m"
"2995"	"MIMAT0002089_st"	"ptc-miR478o"
"2996"	"MIMAT0002090_st"	"ptc-miR478p"
"2997"	"MIMAT0002091_st"	"ptc-miR478q"
"2998"	"MIMAT0002092_st"	"ptc-miR478r"
"2999"	"MIMAT0002093_st"	"ptc-miR478s"
"3000"	"MIMAT0002094_st"	"ptc-miR478n"
"3001"	"MIMAT0002096_st"	"ptc-miR480"
"3002"	"MIMAT0002098_st"	"ptc-miR481a"
"3003"	"MIMAT0002099_st"	"ptc-miR481b"
"3004"	"MIMAT0002100_st"	"ptc-miR481c"
"3005"	"MIMAT0002102_st"	"ptc-miR481d"
"3006"	"MIMAT0006785_st"	"ptc-miR482a.2"
"3007"	"MIMAT0002103_st"	"ptc-miR482a.1"
"3008"	"MIMAT0002104_st"	"mmu-miR-463-5p"
"3009"	"MIMAT0004758_st"	"mmu-miR-463-3p"
"3010"	"MIMAT0002106_st"	"mmu-miR-465a-5p"
"3011"	"MIMAT0004217_st"	"mmu-miR-465a-3p"
"3012"	"MIMAT0004759_st"	"mmu-miR-466a-5p"
"3013"	"MIMAT0002107_st"	"mmu-miR-466a-3p"
"3014"	"MIMAT0003409_st"	"mmu-miR-467a-5p"
"3015"	"MIMAT0002108_st"	"mmu-miR-467a-3p"
"3016"	"MIMAT0022699_st"	"mmu-miR-468-5p"
"3017"	"MIMAT0002109_st"	"mmu-miR-468-3p"
"3018"	"MIMAT0002111_st"	"mmu-miR-470-5p"
"3019"	"MIMAT0004760_st"	"mmu-miR-470-3p"
"3020"	"MIMAT0002112_st"	"mmu-miR-471-5p"
"3021"	"MIMAT0017195_st"	"mmu-miR-471-3p"
"3022"	"MIMAT0002113_st"	"ath-miR447a-3p"
"3023"	"MIMAT0020345_st"	"ath-miR447a.2-3p"
"3024"	"MIMAT0002114_st"	"ath-miR447b"
"3025"	"MIMAT0020346_st"	"ath-miR447c-5p"
"3026"	"MIMAT0002115_st"	"ath-miR447c-3p"
"3027"	"MIMAT0002116_st"	"ssc-miR-105-1"
"3028"	"MIMAT0002117_st"	"ssc-miR-105-2"
"3029"	"MIMAT0002118_st"	"ssc-miR-106a"
"3030"	"MIMAT0002119_st"	"ssc-miR-122"
"3031"	"MIMAT0002120_st"	"ssc-miR-125b"
"3032"	"MIMAT0002121_st"	"ssc-miR-135"
"3033"	"MIMAT0002123_st"	"ssc-miR-145-5p"
"3034"	"MIMAT0022919_st"	"ssc-miR-145-3p"
"3035"	"MIMAT0022920_st"	"ssc-miR-148a-5p"
"3036"	"MIMAT0002124_st"	"ssc-miR-148a-3p"
"3037"	"MIMAT0002125_st"	"ssc-miR-15b"
"3038"	"MIMAT0002126_st"	"ssc-miR-181b"
"3039"	"MIMAT0002127_st"	"ssc-miR-184"
"3040"	"MIMAT0002128_st"	"ssc-miR-19a"
"3041"	"MIMAT0002129_st"	"ssc-miR-20a"
"3042"	"MIMAT0002130_st"	"ssc-miR-216"
"3043"	"MIMAT0002131_st"	"ssc-miR-217"
"3044"	"MIMAT0002132_st"	"ssc-miR-224"
"3045"	"MIMAT0002133_st"	"ssc-miR-23a"
"3046"	"MIMAT0015210_st"	"ssc-miR-24-1-5p"
"3047"	"MIMAT0002134_st"	"ssc-miR-24-3p"
"3048"	"MIMAT0002135_st"	"ssc-miR-26a"
"3049"	"MIMAT0002136_st"	"ssc-miR-28-5p"
"3050"	"MIMAT0015211_st"	"ssc-miR-28-3p"
"3051"	"MIMAT0002137_st"	"ssc-miR-29b"
"3052"	"MIMAT0002138_st"	"ssc-miR-301"
"3053"	"MIMAT0002139_st"	"ssc-miR-323"
"3054"	"MIMAT0002140_st"	"ssc-miR-326"
"3055"	"MIMAT0002141_st"	"ssc-miR-7"
"3056"	"MIMAT0002142_st"	"ssc-miR-95"
"3057"	"MIMAT0002143_st"	"ssc-miR-140-5p"
"3058"	"MIMAT0006786_st"	"ssc-miR-140-3p"
"3059"	"MIMAT0002144_st"	"ssc-miR-181c"
"3060"	"MIMAT0002145_st"	"ssc-miR-183"
"3061"	"MIMAT0002146_st"	"ssc-miR-205"
"3062"	"MIMAT0002147_st"	"ssc-miR-214"
"3063"	"MIMAT0002148_st"	"ssc-miR-27a"
"3064"	"MIMAT0002149_st"	"ssc-miR-32"
"3065"	"MIMAT0002150_st"	"ssc-miR-325"
"3066"	"MIMAT0002151_st"	"ssc-let-7c"
"3067"	"MIMAT0002152_st"	"ssc-let-7f"
"3068"	"MIMAT0002153_st"	"ssc-let-7i"
"3069"	"MIMAT0002154_st"	"ssc-miR-103"
"3070"	"MIMAT0002155_st"	"ssc-miR-107"
"3071"	"MIMAT0002156_st"	"ssc-miR-124a"
"3072"	"MIMAT0002157_st"	"ssc-miR-128"
"3073"	"MIMAT0002158_st"	"ssc-miR-136"
"3074"	"MIMAT0002159_st"	"ssc-miR-139-5p"
"3075"	"MIMAT0022921_st"	"ssc-miR-139-3p"
"3076"	"MIMAT0002160_st"	"ssc-miR-153"
"3077"	"MIMAT0002161_st"	"ssc-miR-18a"
"3078"	"MIMAT0002162_st"	"ssc-miR-186"
"3079"	"MIMAT0002163_st"	"ssc-miR-196a"
"3080"	"MIMAT0002164_st"	"ssc-miR-204"
"3081"	"MIMAT0002165_st"	"ssc-miR-21"
"3082"	"MIMAT0002166_st"	"ssc-miR-29c"
"3083"	"MIMAT0002167_st"	"ssc-miR-30c-5p"
"3084"	"MIMAT0022922_st"	"ssc-miR-30c-3p"
"3085"	"MIMAT0002168_st"	"ssc-miR-9-1"
"3086"	"MIMAT0002169_st"	"ssc-miR-9-2"
"3087"	"MIMAT0026557_st"	"hsa-miR-412-5p"
"3088"	"MIMAT0002170_st"	"hsa-miR-412-3p"
"3089"	"MIMAT0026558_st"	"hsa-miR-410-5p"
"3090"	"MIMAT0002171_st"	"hsa-miR-410-3p"
"3091"	"MIMAT0022923_st"	"hsa-miR-376b-5p"
"3092"	"MIMAT0002172_st"	"hsa-miR-376b-3p"
"3093"	"MIMAT0004761_st"	"hsa-miR-483-5p"
"3094"	"MIMAT0002173_st"	"hsa-miR-483-3p"
"3095"	"MIMAT0002174_st"	"hsa-miR-484"
"3096"	"MIMAT0002175_st"	"hsa-miR-485-5p"
"3097"	"MIMAT0002176_st"	"hsa-miR-485-3p"
"3098"	"MIMAT0002177_st"	"hsa-miR-486-5p"
"3099"	"MIMAT0004762_st"	"hsa-miR-486-3p"
"3100"	"MIMAT0026559_st"	"hsa-miR-487a-5p"
"3101"	"MIMAT0002178_st"	"hsa-miR-487a-3p"
"3102"	"MIMAT0015212_st"	"kshv-miR-K12-10a-5p"
"3103"	"MIMAT0002179_st"	"kshv-miR-K12-10a-3p"
"3104"	"MIMAT0002180_st"	"kshv-miR-K12-10b"
"3105"	"MIMAT0015213_st"	"kshv-miR-K12-11-5p"
"3106"	"MIMAT0002181_st"	"kshv-miR-K12-11-3p"
"3107"	"MIMAT0002182_st"	"kshv-miR-K12-1-5p"
"3108"	"MIMAT0015214_st"	"kshv-miR-K12-1-3p"
"3109"	"MIMAT0002183_st"	"kshv-miR-K12-2-5p"
"3110"	"MIMAT0015215_st"	"kshv-miR-K12-2-3p"
"3111"	"MIMAT0002184_st"	"kshv-miR-K12-9-5p"
"3112"	"MIMAT0002185_st"	"kshv-miR-K12-9-3p"
"3113"	"MIMAT0015216_st"	"kshv-miR-K12-8-5p"
"3114"	"MIMAT0002186_st"	"kshv-miR-K12-8-3p"
"3115"	"MIMAT0015217_st"	"kshv-miR-K12-7-5p"
"3116"	"MIMAT0002187_st"	"kshv-miR-K12-7-3p"
"3117"	"MIMAT0002188_st"	"kshv-miR-K12-6-5p"
"3118"	"MIMAT0002189_st"	"kshv-miR-K12-6-3p"
"3119"	"MIMAT0015218_st"	"kshv-miR-K12-5-5p"
"3120"	"MIMAT0002190_st"	"kshv-miR-K12-5-3p"
"3121"	"MIMAT0002191_st"	"kshv-miR-K12-4-5p"
"3122"	"MIMAT0002192_st"	"kshv-miR-K12-4-3p"
"3123"	"MIMAT0002193_st"	"kshv-miR-K12-3-5p"
"3124"	"MIMAT0002194_st"	"kshv-miR-K12-3-3p"
"3125"	"MIMAT0026560_st"	"mml-miR-200c-5p"
"3126"	"MIMAT0002195_st"	"mml-miR-200c-3p"
"3127"	"MIMAT0026561_st"	"mml-miR-141-5p"
"3128"	"MIMAT0002196_st"	"mml-miR-141-3p"
"3129"	"MIMAT0002197_st"	"ggo-miR-200c"
"3130"	"MIMAT0002198_st"	"ggo-miR-141"
"3131"	"MIMAT0002199_st"	"ppy-miR-200c"
"3132"	"MIMAT0002200_st"	"ppy-miR-141"
"3133"	"MIMAT0002201_st"	"ppa-miR-141"
"3134"	"MIMAT0002202_st"	"ggo-miR-15b"
"3135"	"MIMAT0002203_st"	"age-miR-15b"
"3136"	"MIMAT0002204_st"	"ppa-miR-15b"
"3137"	"MIMAT0002205_st"	"ppy-miR-15b"
"3138"	"MIMAT0002206_st"	"ptr-miR-15b"
"3139"	"MIMAT0002207_st"	"mml-miR-15b-5p"
"3140"	"MIMAT0026562_st"	"mml-miR-15b-3p"
"3141"	"MIMAT0002208_st"	"lla-miR-15b"
"3142"	"MIMAT0002209_st"	"mne-miR-15b"
"3143"	"MIMAT0002210_st"	"ptr-miR-23b"
"3144"	"MIMAT0002211_st"	"ppy-miR-23b"
"3145"	"MIMAT0002212_st"	"ppa-miR-23b"
"3146"	"MIMAT0002213_st"	"mml-miR-30b-5p"
"3147"	"MIMAT0026563_st"	"mml-miR-30b-3p"
"3148"	"MIMAT0002214_st"	"ptr-miR-30b"
"3149"	"MIMAT0002215_st"	"ggo-miR-30b"
"3150"	"MIMAT0002216_st"	"lla-miR-30b"
"3151"	"MIMAT0002217_st"	"mne-miR-30b"
"3152"	"MIMAT0002218_st"	"age-miR-30b"
"3153"	"MIMAT0002219_st"	"ppa-miR-30b"
"3154"	"MIMAT0002220_st"	"ggo-miR-125b"
"3155"	"MIMAT0002221_st"	"age-miR-125b"
"3156"	"MIMAT0002222_st"	"ppa-miR-125b"
"3157"	"MIMAT0002223_st"	"ppy-miR-125b"
"3158"	"MIMAT0002224_st"	"ptr-miR-125b"
"3159"	"MIMAT0002225_st"	"mml-miR-125b-5p"
"3160"	"MIMAT0026564_st"	"mml-miR-125b-1-3p"
"3161"	"MIMAT0002226_st"	"sla-miR-125b"
"3162"	"MIMAT0002227_st"	"lla-miR-125b"
"3163"	"MIMAT0002228_st"	"mne-miR-125b"
"3164"	"MIMAT0026565_st"	"mml-miR-128a-5p"
"3165"	"MIMAT0002229_st"	"mml-miR-128a-3p"
"3166"	"MIMAT0002230_st"	"ptr-miR-128"
"3167"	"MIMAT0002231_st"	"ppy-miR-128"
"3168"	"MIMAT0002232_st"	"sla-miR-128"
"3169"	"MIMAT0002233_st"	"age-miR-128"
"3170"	"MIMAT0002234_st"	"ppa-miR-128"
"3171"	"MIMAT0026566_st"	"mml-miR-130a-5p"
"3172"	"MIMAT0002235_st"	"mml-miR-130a-3p"
"3173"	"MIMAT0002236_st"	"ggo-miR-130a"
"3174"	"MIMAT0002237_st"	"mne-miR-130a"
"3175"	"MIMAT0002238_st"	"ppa-miR-130a"
"3176"	"MIMAT0002239_st"	"ggo-miR-133a"
"3177"	"MIMAT0002240_st"	"age-miR-133a"
"3178"	"MIMAT0002241_st"	"ppa-miR-133a"
"3179"	"MIMAT0002242_st"	"ppy-miR-133a"
"3180"	"MIMAT0002243_st"	"ptr-miR-133a"
"3181"	"MIMAT0002244_st"	"mml-miR-133a"
"3182"	"MIMAT0002245_st"	"sla-miR-133a"
"3183"	"MIMAT0002246_st"	"lla-miR-133a"
"3184"	"MIMAT0002247_st"	"mne-miR-133a"
"3185"	"MIMAT0002248_st"	"lla-miR-135"
"3186"	"MIMAT0002249_st"	"age-miR-135"
"3187"	"MIMAT0002250_st"	"ppa-miR-135"
"3188"	"MIMAT0002251_st"	"mml-miR-135a-5p"
"3189"	"MIMAT0026567_st"	"mml-miR-135a-2-3p"
"3190"	"MIMAT0002252_st"	"ptr-miR-135a"
"3191"	"MIMAT0002253_st"	"ggo-miR-135a"
"3192"	"MIMAT0015757_st"	"ppy-miR-135a"
"3193"	"MIMAT0002255_st"	"ptr-miR-140"
"3194"	"MIMAT0002256_st"	"mne-miR-140"
"3195"	"MIMAT0002257_st"	"ptr-miR-143"
"3196"	"MIMAT0002258_st"	"ggo-miR-143"
"3197"	"MIMAT0002259_st"	"ppy-miR-143"
"3198"	"MIMAT0002260_st"	"lla-miR-143"
"3199"	"MIMAT0002261_st"	"ppa-miR-143"
"3200"	"MIMAT0002262_st"	"ptr-miR-144"
"3201"	"MIMAT0002263_st"	"ppy-miR-144"
"3202"	"MIMAT0002264_st"	"mne-miR-144"
"3203"	"MIMAT0002265_st"	"ppa-miR-144"
"3204"	"MIMAT0002266_st"	"mml-miR-145-5p"
"3205"	"MIMAT0026568_st"	"mml-miR-145-3p"
"3206"	"MIMAT0002267_st"	"ptr-miR-145"
"3207"	"MIMAT0002268_st"	"ggo-miR-145"
"3208"	"MIMAT0002269_st"	"ppy-miR-145"
"3209"	"MIMAT0002270_st"	"mne-miR-145"
"3210"	"MIMAT0026569_st"	"mml-miR-153-1-5p"
"3211"	"MIMAT0002271_st"	"mml-miR-153-3p"
"3212"	"MIMAT0002272_st"	"ppy-miR-153"
"3213"	"MIMAT0002273_st"	"mne-miR-153"
"3214"	"MIMAT0031060_st"	"mml-miR-153-2-5p"
"3215"	"MIMAT0002274_st"	"ggo-miR-153"
"3216"	"MIMAT0002275_st"	"ptr-miR-9"
"3217"	"MIMAT0002276_st"	"ggo-miR-9"
"3218"	"MIMAT0002277_st"	"lla-miR-9"
"3219"	"MIMAT0002278_st"	"mne-miR-9"
"3220"	"MIMAT0002279_st"	"age-miR-9"
"3221"	"MIMAT0002280_st"	"lca-miR-125b"
"3222"	"MIMAT0031073_st"	"mml-miR-125b-2-3p"
"3223"	"MIMAT0026570_st"	"mml-miR-127-5p"
"3224"	"MIMAT0002281_st"	"mml-miR-127-3p"
"3225"	"MIMAT0002282_st"	"ptr-miR-127"
"3226"	"MIMAT0002283_st"	"ppy-miR-127"
"3227"	"MIMAT0002284_st"	"sla-miR-127"
"3228"	"MIMAT0002285_st"	"lla-miR-127"
"3229"	"MIMAT0002286_st"	"mne-miR-127"
"3230"	"MIMAT0002287_st"	"age-miR-127"
"3231"	"MIMAT0002288_st"	"ggo-miR-134"
"3232"	"MIMAT0002289_st"	"ppy-miR-134"
"3233"	"MIMAT0002290_st"	"mne-miR-134"
"3234"	"MIMAT0002291_st"	"ppa-miR-134"
"3235"	"MIMAT0002292_st"	"ptr-miR-136"
"3236"	"MIMAT0002293_st"	"ggo-miR-136"
"3237"	"MIMAT0002294_st"	"ppy-miR-136"
"3238"	"MIMAT0002295_st"	"ppa-miR-136"
"3239"	"MIMAT0002296_st"	"ptr-miR-154"
"3240"	"MIMAT0002297_st"	"ggo-miR-154"
"3241"	"MIMAT0002298_st"	"ppy-miR-154"
"3242"	"MIMAT0002299_st"	"mne-miR-154"
"3243"	"MIMAT0002300_st"	"ppa-miR-154"
"3244"	"MIMAT0002301_st"	"ptr-miR-184"
"3245"	"MIMAT0002302_st"	"ppy-miR-184"
"3246"	"MIMAT0002303_st"	"mne-miR-184"
"3247"	"MIMAT0002304_st"	"ptr-miR-186"
"3248"	"MIMAT0002305_st"	"ggo-miR-186"
"3249"	"MIMAT0002306_st"	"ppa-miR-186"
"3250"	"MIMAT0002307_st"	"mml-miR-188-5p"
"3251"	"MIMAT0026571_st"	"mml-miR-188-3p"
"3252"	"MIMAT0002308_st"	"ptr-miR-188"
"3253"	"MIMAT0002309_st"	"ppy-miR-188"
"3254"	"MIMAT0002310_st"	"mne-miR-188"
"3255"	"MIMAT0002311_st"	"ppa-miR-188"
"3256"	"MIMAT0002312_st"	"mml-miR-190a-5p"
"3257"	"MIMAT0026572_st"	"mml-miR-190a-3p"
"3258"	"MIMAT0002313_st"	"ptr-miR-190a"
"3259"	"MIMAT0002314_st"	"ggo-miR-190a"
"3260"	"MIMAT0002315_st"	"ppa-miR-190"
"3261"	"MIMAT0002316_st"	"ggo-miR-195"
"3262"	"MIMAT0002317_st"	"ppa-miR-195"
"3263"	"MIMAT0002318_st"	"ppy-miR-206"
"3264"	"MIMAT0002319_st"	"mne-miR-206"
"3265"	"MIMAT0002320_st"	"mml-miR-21-5p"
"3266"	"MIMAT0026573_st"	"mml-miR-21-3p"
"3267"	"MIMAT0002321_st"	"ptr-miR-21"
"3268"	"MIMAT0002322_st"	"ggo-miR-21"
"3269"	"MIMAT0002323_st"	"ppy-miR-21"
"3270"	"MIMAT0002324_st"	"mne-miR-21"
"3271"	"MIMAT0002325_st"	"age-miR-21"
"3272"	"MIMAT0002326_st"	"ppa-miR-21"
"3273"	"MIMAT0002327_st"	"age-miR-22"
"3274"	"MIMAT0002328_st"	"ppa-miR-22"
"3275"	"MIMAT0002329_st"	"lca-miR-22"
"3276"	"MIMAT0002330_st"	"mml-miR-22"
"3277"	"MIMAT0002331_st"	"ppy-miR-22"
"3278"	"MIMAT0002332_st"	"ptr-miR-22"
"3279"	"MIMAT0002333_st"	"sla-miR-22"
"3280"	"MIMAT0002334_st"	"lla-miR-22"
"3281"	"MIMAT0002335_st"	"mne-miR-22"
"3282"	"MIMAT0002336_st"	"mml-miR-24-5p"
"3283"	"MIMAT0002337_st"	"mml-miR-24-3p"
"3284"	"MIMAT0002338_st"	"ppy-miR-24-5p"
"3285"	"MIMAT0002339_st"	"ppy-miR-24-3p"
"3286"	"MIMAT0002340_st"	"mne-miR-24-5p"
"3287"	"MIMAT0002341_st"	"mne-miR-24-3p"
"3288"	"MIMAT0002342_st"	"ppa-miR-24-5p"
"3289"	"MIMAT0002343_st"	"ppa-miR-24-3p"
"3290"	"MIMAT0002344_st"	"ptr-miR-26a"
"3291"	"MIMAT0002345_st"	"ggo-miR-26a"
"3292"	"MIMAT0002346_st"	"ppy-miR-26a"
"3293"	"MIMAT0002347_st"	"lla-miR-26a"
"3294"	"MIMAT0002348_st"	"mne-miR-26a"
"3295"	"MIMAT0002349_st"	"mml-miR-26a-5p"
"3296"	"MIMAT0026574_st"	"mml-miR-26a-1-3p"
"3297"	"MIMAT0002350_st"	"ppa-miR-26a"
"3298"	"MIMAT0002351_st"	"age-miR-28"
"3299"	"MIMAT0002352_st"	"mml-miR-28-5p"
"3300"	"MIMAT0026575_st"	"mml-miR-28-3p"
"3301"	"MIMAT0002353_st"	"ptr-miR-28"
"3302"	"MIMAT0002354_st"	"ggo-miR-28"
"3303"	"MIMAT0002355_st"	"ppy-miR-28"
"3304"	"MIMAT0002356_st"	"mne-miR-28"
"3305"	"MIMAT0002357_st"	"sla-miR-28"
"3306"	"MIMAT0002358_st"	"lla-miR-28"
"3307"	"MIMAT0002359_st"	"ppa-miR-28"
"3308"	"MIMAT0002360_st"	"ggo-miR-29a"
"3309"	"MIMAT0002361_st"	"age-miR-29a"
"3310"	"MIMAT0002362_st"	"ppa-miR-29a"
"3311"	"MIMAT0002363_st"	"ppy-miR-29a"
"3312"	"MIMAT0002364_st"	"ptr-miR-29a"
"3313"	"MIMAT0026576_st"	"mml-miR-29a-5p"
"3314"	"MIMAT0002365_st"	"mml-miR-29a-3p"
"3315"	"MIMAT0002366_st"	"sla-miR-29a"
"3316"	"MIMAT0002367_st"	"lla-miR-29a"
"3317"	"MIMAT0002368_st"	"mne-miR-29a"
"3318"	"MIMAT0002369_st"	"mml-miR-30a-5p"
"3319"	"MIMAT0002370_st"	"mml-miR-30a-3p"
"3320"	"MIMAT0002371_st"	"ptr-miR-30a-5p"
"3321"	"MIMAT0002372_st"	"ptr-miR-30a-3p"
"3322"	"MIMAT0002373_st"	"ggo-miR-30a-5p"
"3323"	"MIMAT0002374_st"	"ggo-miR-30a-3p"
"3324"	"MIMAT0002375_st"	"ppy-miR-30a-5p"
"3325"	"MIMAT0002376_st"	"ppy-miR-30a-3p"
"3326"	"MIMAT0002377_st"	"ppa-miR-30a-5p"
"3327"	"MIMAT0002378_st"	"ppa-miR-30a-3p"
"3328"	"MIMAT0002379_st"	"mml-miR-31-5p"
"3329"	"MIMAT0026577_st"	"mml-miR-31-3p"
"3330"	"MIMAT0002380_st"	"ptr-miR-31"
"3331"	"MIMAT0002381_st"	"ggo-miR-31"
"3332"	"MIMAT0002382_st"	"ppy-miR-31"
"3333"	"MIMAT0002383_st"	"mne-miR-31"
"3334"	"MIMAT0002384_st"	"ppa-miR-31"
"3335"	"MIMAT0002385_st"	"mml-miR-32-5p"
"3336"	"MIMAT0026578_st"	"mml-miR-32-3p"
"3337"	"MIMAT0002386_st"	"ptr-miR-32"
"3338"	"MIMAT0002387_st"	"ggo-miR-32"
"3339"	"MIMAT0002388_st"	"ppy-miR-32"
"3340"	"MIMAT0002389_st"	"sla-miR-32"
"3341"	"MIMAT0002390_st"	"mne-miR-32"
"3342"	"MIMAT0002391_st"	"ppa-miR-32"
"3343"	"MIMAT0002392_st"	"mml-miR-33a"
"3344"	"MIMAT0002393_st"	"ptr-miR-33a"
"3345"	"MIMAT0002394_st"	"ggo-miR-33"
"3346"	"MIMAT0002395_st"	"ppy-miR-33a"
"3347"	"MIMAT0002396_st"	"mne-miR-33"
"3348"	"MIMAT0002397_st"	"ppa-miR-33"
"3349"	"MIMAT0002398_st"	"ptr-miR-95"
"3350"	"MIMAT0002399_st"	"ggo-miR-95"
"3351"	"MIMAT0002400_st"	"ppy-miR-95"
"3352"	"MIMAT0002401_st"	"sla-miR-95"
"3353"	"MIMAT0002402_st"	"lla-miR-95"
"3354"	"MIMAT0002403_st"	"ppa-miR-95"
"3355"	"MIMAT0002404_st"	"mml-miR-98"
"3356"	"MIMAT0002405_st"	"ptr-miR-98"
"3357"	"MIMAT0002406_st"	"ggo-miR-98"
"3358"	"MIMAT0002407_st"	"ppy-miR-98"
"3359"	"MIMAT0002408_st"	"age-miR-98"
"3360"	"MIMAT0002409_st"	"ppa-miR-98"
"3361"	"MIMAT0002410_st"	"mml-miR-99a-5p"
"3362"	"MIMAT0026579_st"	"mml-miR-99a-3p"
"3363"	"MIMAT0002411_st"	"ptr-miR-99a"
"3364"	"MIMAT0002412_st"	"ggo-miR-99a"
"3365"	"MIMAT0002413_st"	"ppy-miR-99a"
"3366"	"MIMAT0002414_st"	"lla-miR-99a"
