"V1"	"V4"
"456"	"MIMAT0004561_st"	"hsa-miR-187-5p"
"457"	"MIMAT0000262_st"	"hsa-miR-187-3p"
"458"	"MIMAT0004562_st"	"hsa-miR-196a-3p"
"459"	"MIMAT0000263_st"	"hsa-miR-199b-5p"
"460"	"MIMAT0004563_st"	"hsa-miR-199b-3p"
"461"	"MIMAT0000264_st"	"hsa-miR-203a"
"462"	"MIMAT0000265_st"	"hsa-miR-204-5p"
"463"	"MIMAT0022693_st"	"hsa-miR-204-3p"
"464"	"MIMAT0000266_st"	"hsa-miR-205-5p"
"465"	"MIMAT0009197_st"	"hsa-miR-205-3p"
"466"	"MIMAT0026475_st"	"hsa-miR-210-5p"
"467"	"MIMAT0000267_st"	"hsa-miR-210-3p"
"468"	"MIMAT0000268_st"	"hsa-miR-211-5p"
"469"	"MIMAT0022694_st"	"hsa-miR-211-3p"
"470"	"MIMAT0022695_st"	"hsa-miR-212-5p"
"471"	"MIMAT0000269_st"	"hsa-miR-212-3p"
"472"	"MIMAT0000270_st"	"hsa-miR-181a-3p"
"473"	"MIMAT0004564_st"	"hsa-miR-214-5p"
"474"	"MIMAT0000271_st"	"hsa-miR-214-3p"
"475"	"MIMAT0000272_st"	"hsa-miR-215-5p"
"476"	"MIMAT0026476_st"	"hsa-miR-215-3p"
"477"	"MIMAT0000273_st"	"hsa-miR-216a-5p"
"478"	"MIMAT0022844_st"	"hsa-miR-216a-3p"
"479"	"MIMAT0000274_st"	"hsa-miR-217"
"480"	"MIMAT0000275_st"	"hsa-miR-218-5p"
"481"	"MIMAT0004565_st"	"hsa-miR-218-1-3p"
"482"	"MIMAT0004566_st"	"hsa-miR-218-2-3p"
"483"	"MIMAT0000276_st"	"hsa-miR-219a-5p"
"484"	"MIMAT0004567_st"	"hsa-miR-219a-1-3p"
"485"	"MIMAT0004568_st"	"hsa-miR-221-5p"
"486"	"MIMAT0000278_st"	"hsa-miR-221-3p"
"487"	"MIMAT0004569_st"	"hsa-miR-222-5p"
"488"	"MIMAT0000279_st"	"hsa-miR-222-3p"
"489"	"MIMAT0004570_st"	"hsa-miR-223-5p"
"490"	"MIMAT0000280_st"	"hsa-miR-223-3p"
"491"	"MIMAT0000281_st"	"hsa-miR-224-5p"
"492"	"MIMAT0009198_st"	"hsa-miR-224-3p"
"493"	"MIMAT0015111_st"	"cel-miR-124-5p"
"494"	"MIMAT0000282_st"	"cel-miR-124-3p"
"495"	"MIMAT0000283_st"	"cel-miR-228-5p"
"496"	"MIMAT0020327_st"	"cel-miR-228-3p"
"497"	"MIMAT0000284_st"	"cel-miR-229-5p"
"498"	"MIMAT0015112_st"	"cel-miR-229-3p"
"499"	"MIMAT0015113_st"	"cel-miR-230-5p"
"500"	"MIMAT0000285_st"	"cel-miR-230-3p"
"501"	"MIMAT0020328_st"	"cel-miR-231-5p"
"502"	"MIMAT0000286_st"	"cel-miR-231-3p"
"503"	"MIMAT0020777_st"	"cel-miR-232-5p"
"504"	"MIMAT0000287_st"	"cel-miR-232-3p"
"505"	"MIMAT0020329_st"	"cel-miR-233-5p"
"506"	"MIMAT0000288_st"	"cel-miR-233-3p"
"507"	"MIMAT0020330_st"	"cel-miR-234-5p"
"508"	"MIMAT0000289_st"	"cel-miR-234-3p"
"509"	"MIMAT0020331_st"	"cel-miR-235-5p"
"510"	"MIMAT0000290_st"	"cel-miR-235-3p"
"511"	"MIMAT0020332_st"	"cel-miR-236-5p"
"512"	"MIMAT0000291_st"	"cel-miR-236-3p"
"513"	"MIMAT0000292_st"	"cel-miR-237-5p"
"514"	"MIMAT0020333_st"	"cel-miR-237-3p"
"515"	"MIMAT0015114_st"	"cel-miR-238-5p"
"516"	"MIMAT0000293_st"	"cel-miR-238-3p"
"517"	"MIMAT0000294_st"	"cel-miR-239a-5p"
"518"	"MIMAT0020334_st"	"cel-miR-239a-3p"
"519"	"MIMAT0000295_st"	"cel-miR-239b-5p"
"520"	"MIMAT0015115_st"	"cel-miR-239b-3p"
"521"	"MIMAT0015116_st"	"cel-miR-240-5p"
"522"	"MIMAT0000296_st"	"cel-miR-240-3p"
"523"	"MIMAT0000297_st"	"cel-miR-241-5p"
"524"	"MIMAT0020335_st"	"cel-miR-241-3p"
"525"	"MIMAT0000298_st"	"cel-miR-242"
"526"	"MIMAT0015117_st"	"cel-miR-243-5p"
"527"	"MIMAT0000299_st"	"cel-miR-243-3p"
"528"	"MIMAT0000300_st"	"cel-miR-244-5p"
"529"	"MIMAT0015118_st"	"cel-miR-244-3p"
"530"	"MIMAT0020336_st"	"cel-miR-245-5p"
"531"	"MIMAT0000301_st"	"cel-miR-245-3p"
"532"	"MIMAT0020337_st"	"cel-miR-246-5p"
"533"	"MIMAT0000302_st"	"cel-miR-246-3p"
"534"	"MIMAT0015119_st"	"cel-miR-247-5p"
"535"	"MIMAT0000303_st"	"cel-miR-247-3p"
"536"	"MIMAT0000304_st"	"cel-miR-248"
"537"	"MIMAT0020338_st"	"cel-miR-249-5p"
"538"	"MIMAT0000305_st"	"cel-miR-249-3p"
"539"	"MIMAT0020339_st"	"cel-miR-250-5p"
"540"	"MIMAT0000306_st"	"cel-miR-250-3p"
"541"	"MIMAT0000307_st"	"cel-miR-251"
"542"	"MIMAT0000308_st"	"cel-miR-252-5p"
"543"	"MIMAT0020340_st"	"cel-miR-252-3p"
"544"	"MIMAT0000309_st"	"cel-miR-253-5p"
"545"	"MIMAT0004215_st"	"cel-miR-253-3p"
"546"	"MIMAT0000310_st"	"cel-miR-254"
"547"	"MIMAT0020341_st"	"cel-miR-255-5p"
"548"	"MIMAT0004216_st"	"cel-miR-255-3p"
"549"	"MIMAT0000311_st"	"cel-miR-256"
"550"	"MIMAT0000312_st"	"cel-miR-257"
"551"	"MIMAT0000313_st"	"cel-miR-258"
"552"	"MIMAT0000314_st"	"cel-miR-259-5p"
"553"	"MIMAT0020342_st"	"cel-miR-259-3p"
"554"	"MIMAT0000315_st"	"cel-miR-260"
"555"	"MIMAT0000316_st"	"cel-miR-261"
"556"	"MIMAT0000317_st"	"cel-miR-262"
"557"	"MIMAT0004571_st"	"hsa-miR-200b-5p"
"558"	"MIMAT0000318_st"	"hsa-miR-200b-3p"
"559"	"MIMAT0000319_st"	"dme-miR-263a-5p"
"560"	"MIMAT0020799_st"	"dme-miR-263a-3p"
"561"	"MIMAT0000320_st"	"cel-miR-264"
"562"	"MIMAT0000321_st"	"cel-miR-265"
"563"	"MIMAT0000322_st"	"cel-miR-266"
"564"	"MIMAT0000323_st"	"cel-miR-267"
"565"	"MIMAT0000324_st"	"cel-miR-268"
"566"	"MIMAT0000325_st"	"cel-miR-269"
"567"	"MIMAT0000326_st"	"cel-miR-270"
"568"	"MIMAT0000327_st"	"cel-miR-271"
"569"	"MIMAT0000328_st"	"cel-miR-272"
"570"	"MIMAT0000329_st"	"cel-miR-273"
"571"	"MIMAT0000330_st"	"dme-miR-184-5p"
"572"	"MIMAT0000331_st"	"dme-miR-184-3p"
"573"	"MIMAT0000332_st"	"dme-miR-274-5p"
"574"	"MIMAT0020800_st"	"dme-miR-274-3p"
"575"	"MIMAT0020801_st"	"dme-miR-275-5p"
"576"	"MIMAT0000333_st"	"dme-miR-275-3p"
"577"	"MIMAT0020802_st"	"dme-miR-92a-5p"
"578"	"MIMAT0000334_st"	"dme-miR-92a-3p"
"579"	"MIMAT0000335_st"	"dme-miR-219-5p"
"580"	"MIMAT0020803_st"	"dme-miR-219-3p"
"581"	"MIMAT0000336_st"	"dme-miR-276a-5p"
"582"	"MIMAT0000337_st"	"dme-miR-276a-3p"
"583"	"MIMAT0020804_st"	"dme-miR-277-5p"
"584"	"MIMAT0000338_st"	"dme-miR-277-3p"
"585"	"MIMAT0000344_st"	"dme-miR-281-1-5p"
"586"	"MIMAT0000345_st"	"dme-miR-281-3p"
"587"	"MIMAT0000346_st"	"dme-miR-282-5p"
"588"	"MIMAT0020809_st"	"dme-miR-282-3p"
"589"	"MIMAT0000347_st"	"dme-miR-283-5p"
"590"	"MIMAT0020810_st"	"dme-miR-283-3p"
"591"	"MIMAT0020811_st"	"dme-miR-284-5p"
"592"	"MIMAT0000348_st"	"dme-miR-284-3p"
"593"	"MIMAT0000349_st"	"dme-miR-281-2-5p"
"594"	"MIMAT0000350_st"	"dme-miR-34-5p"
"595"	"MIMAT0020812_st"	"dme-miR-34-3p"
"596"	"MIMAT0020813_st"	"dme-miR-124-5p"
"597"	"MIMAT0000351_st"	"dme-miR-124-3p"
"598"	"MIMAT0020814_st"	"dme-miR-79-5p"
"599"	"MIMAT0000352_st"	"dme-miR-79-3p"
"600"	"MIMAT0020815_st"	"dme-miR-276b-5p"
"601"	"MIMAT0000354_st"	"dme-miR-276b-3p"
"602"	"MIMAT0020816_st"	"dme-miR-210-5p"
"603"	"MIMAT0000355_st"	"dme-miR-210-3p"
"604"	"MIMAT0020817_st"	"dme-miR-285-5p"
"605"	"MIMAT0000356_st"	"dme-miR-285-3p"
"606"	"MIMAT0000357_st"	"dme-miR-100-5p"
"607"	"MIMAT0020818_st"	"dme-miR-100-3p"
"608"	"MIMAT0020819_st"	"dme-miR-92b-5p"
"609"	"MIMAT0000358_st"	"dme-miR-92b-3p"
"610"	"MIMAT0020820_st"	"dme-miR-286-5p"
"611"	"MIMAT0000359_st"	"dme-miR-286-3p"
"612"	"MIMAT0000360_st"	"dme-miR-287-3p"
"613"	"MIMAT0020821_st"	"dme-miR-87-5p"
"614"	"MIMAT0000361_st"	"dme-miR-87-3p"
"615"	"MIMAT0000362_st"	"dme-miR-263b-5p"
"616"	"MIMAT0020822_st"	"dme-miR-263b-3p"
"617"	"MIMAT0000363_st"	"dme-miR-288-3p"
"618"	"MIMAT0000364_st"	"dme-miR-289-5p"
"619"	"MIMAT0020823_st"	"dme-bantam-5p"
"620"	"MIMAT0000365_st"	"dme-bantam-3p"
"621"	"MIMAT0000366_st"	"mmu-miR-290a-5p"
"622"	"MIMAT0004572_st"	"mmu-miR-290a-3p"
"623"	"MIMAT0000367_st"	"mmu-miR-291a-5p"
"624"	"MIMAT0000368_st"	"mmu-miR-291a-3p"
"625"	"MIMAT0000369_st"	"mmu-miR-292-5p"
"626"	"MIMAT0000370_st"	"mmu-miR-292-3p"
"627"	"MIMAT0004573_st"	"mmu-miR-293-5p"
"628"	"MIMAT0000371_st"	"mmu-miR-293-3p"
"629"	"MIMAT0004574_st"	"mmu-miR-294-5p"
"630"	"MIMAT0000372_st"	"mmu-miR-294-3p"
"631"	"MIMAT0004575_st"	"mmu-miR-295-5p"
"632"	"MIMAT0000373_st"	"mmu-miR-295-3p"
"633"	"MIMAT0000374_st"	"mmu-miR-296-5p"
"634"	"MIMAT0004576_st"	"mmu-miR-296-3p"
"635"	"MIMAT0000375_st"	"mmu-miR-297a-5p"
"636"	"MIMAT0000376_st"	"mmu-miR-298-5p"
"637"	"MIMAT0017007_st"	"mmu-miR-298-3p"
"638"	"MIMAT0000377_st"	"mmu-miR-299a-5p"
"639"	"MIMAT0004577_st"	"mmu-miR-299a-3p"
"640"	"MIMAT0004578_st"	"mmu-miR-300-5p"
"641"	"MIMAT0000378_st"	"mmu-miR-300-3p"
"642"	"MIMAT0017008_st"	"mmu-miR-301a-5p"
"643"	"MIMAT0000379_st"	"mmu-miR-301a-3p"
"644"	"MIMAT0004579_st"	"mmu-miR-302a-5p"
"645"	"MIMAT0000380_st"	"mmu-miR-302a-3p"
"646"	"MIMAT0000381_st"	"mmu-miR-34c-5p"
"647"	"MIMAT0004580_st"	"mmu-miR-34c-3p"
"648"	"MIMAT0000382_st"	"mmu-miR-34b-5p"
"649"	"MIMAT0004581_st"	"mmu-miR-34b-3p"
"650"	"MIMAT0000383_st"	"mmu-let-7d-5p"
"651"	"MIMAT0000384_st"	"mmu-let-7d-3p"
"652"	"MIMAT0000385_st"	"mmu-miR-106a-5p"
"653"	"MIMAT0017009_st"	"mmu-miR-106a-3p"
"654"	"MIMAT0000386_st"	"mmu-miR-106b-5p"
"655"	"MIMAT0004582_st"	"mmu-miR-106b-3p"
"656"	"MIMAT0004583_st"	"mmu-miR-130b-5p"
"657"	"MIMAT0000387_st"	"mmu-miR-130b-3p"
"658"	"MIMAT0000388_st"	"dme-miR-303-5p"
"659"	"MIMAT0020824_st"	"dme-miR-303-3p"
"660"	"MIMAT0000389_st"	"dme-miR-31b-5p"
"661"	"MIMAT0020825_st"	"dme-miR-31b-3p"
"662"	"MIMAT0000390_st"	"dme-miR-304-5p"
"663"	"MIMAT0020826_st"	"dme-miR-304-3p"
"664"	"MIMAT0000391_st"	"dme-miR-305-5p"
"665"	"MIMAT0020827_st"	"dme-miR-305-3p"
"666"	"MIMAT0000392_st"	"dme-miR-9c-5p"
"667"	"MIMAT0020828_st"	"dme-miR-9c-3p"
"668"	"MIMAT0000393_st"	"dme-miR-306-5p"
"669"	"MIMAT0000394_st"	"dme-miR-306-3p"
"670"	"MIMAT0000395_st"	"dme-miR-9b-5p"
"671"	"MIMAT0020829_st"	"dme-miR-9b-3p"
"672"	"MIMAT0000396_st"	"dme-let-7-5p"
"673"	"MIMAT0020830_st"	"dme-let-7-3p"
"674"	"MIMAT0000397_st"	"dme-miR-125-5p"
"675"	"MIMAT0020831_st"	"dme-miR-125-3p"
"676"	"MIMAT0020832_st"	"dme-miR-307a-5p"
"677"	"MIMAT0000398_st"	"dme-miR-307a-3p"
"678"	"MIMAT0020833_st"	"dme-miR-308-5p"
"679"	"MIMAT0000399_st"	"dme-miR-308-3p"
"680"	"MIMAT0000400_st"	"dme-miR-31a-5p"
"681"	"MIMAT0020834_st"	"dme-miR-31a-3p"
"682"	"MIMAT0020835_st"	"dme-miR-309-5p"
"683"	"MIMAT0000401_st"	"dme-miR-309-3p"
"684"	"MIMAT0020836_st"	"dme-miR-310-5p"
"685"	"MIMAT0000402_st"	"dme-miR-310-3p"
"686"	"MIMAT0020837_st"	"dme-miR-311-5p"
"687"	"MIMAT0000403_st"	"dme-miR-311-3p"
"688"	"MIMAT0020838_st"	"dme-miR-312-5p"
"689"	"MIMAT0000404_st"	"dme-miR-312-3p"
"690"	"MIMAT0020839_st"	"dme-miR-313-5p"
"691"	"MIMAT0000405_st"	"dme-miR-313-3p"
"692"	"MIMAT0020840_st"	"dme-miR-314-5p"
"693"	"MIMAT0000406_st"	"dme-miR-314-3p"
"694"	"MIMAT0000407_st"	"dme-miR-315-5p"
"695"	"MIMAT0020841_st"	"dme-miR-315-3p"
"696"	"MIMAT0000408_st"	"dme-miR-316-5p"
"697"	"MIMAT0020842_st"	"dme-miR-316-3p"
"698"	"MIMAT0020843_st"	"dme-miR-317-5p"
"699"	"MIMAT0000409_st"	"dme-miR-317-3p"
"700"	"MIMAT0020844_st"	"dme-miR-318-5p"
"701"	"MIMAT0000410_st"	"dme-miR-318-3p"
"702"	"MIMAT0020845_st"	"dme-miR-2c-5p"
"703"	"MIMAT0000411_st"	"dme-miR-2c-3p"
"704"	"MIMAT0000412_st"	"dme-miR-iab-4-5p"
"705"	"MIMAT0000413_st"	"dme-miR-iab-4-3p"
"706"	"MIMAT0000414_st"	"hsa-let-7g-5p"
"707"	"MIMAT0004584_st"	"hsa-let-7g-3p"
"708"	"MIMAT0000415_st"	"hsa-let-7i-5p"
"709"	"MIMAT0004585_st"	"hsa-let-7i-3p"
"710"	"MIMAT0000416_st"	"hsa-miR-1"
"711"	"MIMAT0000417_st"	"hsa-miR-15b-5p"
"712"	"MIMAT0004586_st"	"hsa-miR-15b-3p"
"713"	"MIMAT0004587_st"	"hsa-miR-23b-5p"
"714"	"MIMAT0000418_st"	"hsa-miR-23b-3p"
"715"	"MIMAT0004588_st"	"hsa-miR-27b-5p"
"716"	"MIMAT0000419_st"	"hsa-miR-27b-3p"
"717"	"MIMAT0000420_st"	"hsa-miR-30b-5p"
"718"	"MIMAT0004589_st"	"hsa-miR-30b-3p"
"719"	"MIMAT0000421_st"	"hsa-miR-122-5p"
"720"	"MIMAT0004590_st"	"hsa-miR-122-3p"
"721"	"MIMAT0004591_st"	"hsa-miR-124-5p"
"722"	"MIMAT0000422_st"	"hsa-miR-124-3p"
"723"	"MIMAT0000423_st"	"hsa-miR-125b-5p"
"724"	"MIMAT0004592_st"	"hsa-miR-125b-1-3p"
"725"	"MIMAT0026477_st"	"hsa-miR-128-1-5p"
"726"	"MIMAT0000424_st"	"hsa-miR-128-3p"
"727"	"MIMAT0004593_st"	"hsa-miR-130a-5p"
"728"	"MIMAT0000425_st"	"hsa-miR-130a-3p"
"729"	"MIMAT0004594_st"	"hsa-miR-132-5p"
"730"	"MIMAT0000426_st"	"hsa-miR-132-3p"
"731"	"MIMAT0026478_st"	"hsa-miR-133a-5p"
"732"	"MIMAT0000427_st"	"hsa-miR-133a-3p"
"733"	"MIMAT0000428_st"	"hsa-miR-135a-5p"
"734"	"MIMAT0004595_st"	"hsa-miR-135a-3p"
"735"	"MIMAT0000429_st"	"hsa-miR-137"
"736"	"MIMAT0000430_st"	"hsa-miR-138-5p"
"737"	"MIMAT0004596_st"	"hsa-miR-138-2-3p"
"738"	"MIMAT0000431_st"	"hsa-miR-140-5p"
"739"	"MIMAT0004597_st"	"hsa-miR-140-3p"
"740"	"MIMAT0004598_st"	"hsa-miR-141-5p"
"741"	"MIMAT0000432_st"	"hsa-miR-141-3p"
"742"	"MIMAT0000433_st"	"hsa-miR-142-5p"
"743"	"MIMAT0000434_st"	"hsa-miR-142-3p"
"744"	"MIMAT0004599_st"	"hsa-miR-143-5p"
"745"	"MIMAT0000435_st"	"hsa-miR-143-3p"
"746"	"MIMAT0004600_st"	"hsa-miR-144-5p"
"747"	"MIMAT0000436_st"	"hsa-miR-144-3p"
"748"	"MIMAT0000437_st"	"hsa-miR-145-5p"
"749"	"MIMAT0004601_st"	"hsa-miR-145-3p"
"750"	"MIMAT0026479_st"	"hsa-miR-152-5p"
"751"	"MIMAT0000438_st"	"hsa-miR-152-3p"
"752"	"MIMAT0000439_st"	"hsa-miR-153-3p"
"753"	"MIMAT0026480_st"	"hsa-miR-153-5p"
"754"	"MIMAT0000440_st"	"hsa-miR-191-5p"
"755"	"MIMAT0001618_st"	"hsa-miR-191-3p"
"756"	"MIMAT0000441_st"	"hsa-miR-9-5p"
"757"	"MIMAT0000442_st"	"hsa-miR-9-3p"
"758"	"MIMAT0000443_st"	"hsa-miR-125a-5p"
"759"	"MIMAT0004602_st"	"hsa-miR-125a-3p"
"760"	"MIMAT0004603_st"	"hsa-miR-125b-2-3p"
"761"	"MIMAT0000444_st"	"hsa-miR-126-5p"
"762"	"MIMAT0000445_st"	"hsa-miR-126-3p"
"763"	"MIMAT0004604_st"	"hsa-miR-127-5p"
"764"	"MIMAT0000446_st"	"hsa-miR-127-3p"
"765"	"MIMAT0004605_st"	"hsa-miR-129-2-3p"
"766"	"MIMAT0000447_st"	"hsa-miR-134-5p"
"767"	"MIMAT0026481_st"	"hsa-miR-134-3p"
"768"	"MIMAT0000448_st"	"hsa-miR-136-5p"
"769"	"MIMAT0004606_st"	"hsa-miR-136-3p"
"770"	"MIMAT0004607_st"	"hsa-miR-138-1-3p"
"771"	"MIMAT0000449_st"	"hsa-miR-146a-5p"
"772"	"MIMAT0004608_st"	"hsa-miR-146a-3p"
"773"	"MIMAT0000450_st"	"hsa-miR-149-5p"
"774"	"MIMAT0004609_st"	"hsa-miR-149-3p"
"775"	"MIMAT0000451_st"	"hsa-miR-150-5p"
"776"	"MIMAT0004610_st"	"hsa-miR-150-3p"
"777"	"MIMAT0000452_st"	"hsa-miR-154-5p"
"778"	"MIMAT0000453_st"	"hsa-miR-154-3p"
"779"	"MIMAT0000454_st"	"hsa-miR-184"
"780"	"MIMAT0000455_st"	"hsa-miR-185-5p"
"781"	"MIMAT0004611_st"	"hsa-miR-185-3p"
"782"	"MIMAT0000456_st"	"hsa-miR-186-5p"
"783"	"MIMAT0004612_st"	"hsa-miR-186-3p"
"784"	"MIMAT0000457_st"	"hsa-miR-188-5p"
"785"	"MIMAT0004613_st"	"hsa-miR-188-3p"
"786"	"MIMAT0000458_st"	"hsa-miR-190a-5p"
"787"	"MIMAT0026482_st"	"hsa-miR-190a-3p"
"788"	"MIMAT0004614_st"	"hsa-miR-193a-5p"
"789"	"MIMAT0000459_st"	"hsa-miR-193a-3p"
"790"	"MIMAT0000460_st"	"hsa-miR-194-5p"
"791"	"MIMAT0000461_st"	"hsa-miR-195-5p"
"792"	"MIMAT0004615_st"	"hsa-miR-195-3p"
"793"	"MIMAT0000462_st"	"hsa-miR-206"
"794"	"MIMAT0000463_st"	"cbr-let-7"
"795"	"MIMAT0000464_st"	"cbr-lin-4"
"796"	"MIMAT0000465_st"	"cbr-miR-1"
"797"	"MIMAT0000466_st"	"cbr-miR-34"
"798"	"MIMAT0000467_st"	"cbr-miR-42"
"799"	"MIMAT0000468_st"	"cbr-miR-43"
"800"	"MIMAT0000469_st"	"cbr-miR-44"
"801"	"MIMAT0000470_st"	"cbr-miR-45"
"802"	"MIMAT0000471_st"	"cbr-miR-46"
"803"	"MIMAT0000472_st"	"cbr-miR-47"
"804"	"MIMAT0000473_st"	"cbr-miR-48"
"805"	"MIMAT0000474_st"	"cbr-miR-49"
"806"	"MIMAT0000475_st"	"cbr-miR-50"
"807"	"MIMAT0000476_st"	"cbr-miR-52"
"808"	"MIMAT0000477_st"	"cbr-miR-57"
"809"	"MIMAT0000478_st"	"cbr-miR-58"
"810"	"MIMAT0000479_st"	"cbr-miR-60"
"811"	"MIMAT0000480_st"	"cbr-miR-67"
"812"	"MIMAT0000481_st"	"cbr-miR-71"
"813"	"MIMAT0000482_st"	"cbr-miR-73a"
"814"	"MIMAT0000483_st"	"cbr-miR-74a"
"815"	"MIMAT0000484_st"	"cbr-miR-75"
"816"	"MIMAT0000485_st"	"cbr-miR-77"
"817"	"MIMAT0000486_st"	"cbr-miR-79"
"818"	"MIMAT0000487_st"	"cbr-miR-80"
"819"	"MIMAT0000488_st"	"cbr-miR-81"
"820"	"MIMAT0000489_st"	"cbr-miR-82"
"821"	"MIMAT0000490_st"	"cbr-miR-85"
"822"	"MIMAT0000491_st"	"cbr-miR-86"
"823"	"MIMAT0000492_st"	"cbr-miR-87"
"824"	"MIMAT0000493_st"	"cbr-miR-90a"
"825"	"MIMAT0000494_st"	"cbr-miR-124"
"826"	"MIMAT0000495_st"	"cbr-miR-228"
"827"	"MIMAT0000496_st"	"cbr-miR-230"
"828"	"MIMAT0000497_st"	"cbr-miR-232"
"829"	"MIMAT0000498_st"	"cbr-miR-233"
"830"	"MIMAT0000499_st"	"cbr-miR-234"
"831"	"MIMAT0000500_st"	"cbr-miR-236"
"832"	"MIMAT0000501_st"	"cbr-miR-241"
"833"	"MIMAT0000502_st"	"cbr-miR-244"
"834"	"MIMAT0000503_st"	"cbr-miR-245"
"835"	"MIMAT0000504_st"	"cbr-miR-248"
"836"	"MIMAT0000505_st"	"cbr-miR-250"
"837"	"MIMAT0000506_st"	"cbr-miR-251"
"838"	"MIMAT0000507_st"	"cbr-miR-252"
"839"	"MIMAT0000508_st"	"cbr-miR-259"
"840"	"MIMAT0000509_st"	"cbr-miR-268"
"841"	"MIMAT0000510_st"	"hsa-miR-320a"
"842"	"MIMAT0000511_st"	"ath-miR319a"
"843"	"MIMAT0000512_st"	"ath-miR319b"
"844"	"MIMAT0017010_st"	"mmu-miR-19b-2-5p"
"845"	"MIMAT0000513_st"	"mmu-miR-19b-3p"
"846"	"MIMAT0000514_st"	"mmu-miR-30c-5p"
"847"	"MIMAT0004616_st"	"mmu-miR-30c-1-3p"
"848"	"MIMAT0005438_st"	"mmu-miR-30c-2-3p"
"849"	"MIMAT0000515_st"	"mmu-miR-30d-5p"
"850"	"MIMAT0017011_st"	"mmu-miR-30d-3p"
"851"	"MIMAT0004617_st"	"mmu-miR-148a-5p"
"852"	"MIMAT0000516_st"	"mmu-miR-148a-3p"
"853"	"MIMAT0000517_st"	"mmu-miR-192-5p"
"854"	"MIMAT0017012_st"	"mmu-miR-192-3p"
"855"	"MIMAT0000518_st"	"mmu-miR-196a-5p"
"856"	"MIMAT0017013_st"	"mmu-miR-196a-1-3p"
"857"	"MIMAT0004618_st"	"mmu-miR-196a-2-3p"
"858"	"MIMAT0004619_st"	"mmu-miR-200a-5p"
"859"	"MIMAT0000519_st"	"mmu-miR-200a-3p"
"860"	"MIMAT0017014_st"	"mmu-miR-208a-5p"
"861"	"MIMAT0000520_st"	"mmu-miR-208a-3p"
"862"	"MIMAT0000521_st"	"mmu-let-7a-5p"
"863"	"MIMAT0004620_st"	"mmu-let-7a-1-3p"
"864"	"MIMAT0017015_st"	"mmu-let-7a-2-3p"
"865"	"MIMAT0000522_st"	"mmu-let-7b-5p"
"866"	"MIMAT0004621_st"	"mmu-let-7b-3p"
"867"	"MIMAT0000523_st"	"mmu-let-7c-5p"
"868"	"MIMAT0004622_st"	"mmu-let-7c-1-3p"
"869"	"MIMAT0005439_st"	"mmu-let-7c-2-3p"
"870"	"MIMAT0000524_st"	"mmu-let-7e-5p"
"871"	"MIMAT0017016_st"	"mmu-let-7e-3p"
"872"	"MIMAT0000525_st"	"mmu-let-7f-5p"
"873"	"MIMAT0004623_st"	"mmu-let-7f-1-3p"
"874"	"MIMAT0017017_st"	"mmu-let-7f-2-3p"
"875"	"MIMAT0000526_st"	"mmu-miR-15a-5p"
"876"	"MIMAT0004624_st"	"mmu-miR-15a-3p"
"877"	"MIMAT0000527_st"	"mmu-miR-16-5p"
"878"	"MIMAT0004625_st"	"mmu-miR-16-1-3p"
"879"	"MIMAT0017018_st"	"mmu-miR-16-2-3p"
"880"	"MIMAT0000528_st"	"mmu-miR-18a-5p"
"881"	"MIMAT0004626_st"	"mmu-miR-18a-3p"
"882"	"MIMAT0000529_st"	"mmu-miR-20a-5p"
"883"	"MIMAT0004627_st"	"mmu-miR-20a-3p"
"884"	"MIMAT0000530_st"	"mmu-miR-21a-5p"
"885"	"MIMAT0004628_st"	"mmu-miR-21a-3p"
"886"	"MIMAT0004629_st"	"mmu-miR-22-5p"
"887"	"MIMAT0000531_st"	"mmu-miR-22-3p"
"888"	"MIMAT0017019_st"	"mmu-miR-23a-5p"
"889"	"MIMAT0000532_st"	"mmu-miR-23a-3p"
"890"	"MIMAT0005440_st"	"mmu-miR-24-2-5p"
"891"	"MIMAT0000533_st"	"mmu-miR-26a-5p"
"892"	"MIMAT0017020_st"	"mmu-miR-26a-1-3p"
"893"	"MIMAT0000534_st"	"mmu-miR-26b-5p"
"894"	"MIMAT0004630_st"	"mmu-miR-26b-3p"
"895"	"MIMAT0004631_st"	"mmu-miR-29a-5p"
"896"	"MIMAT0000535_st"	"mmu-miR-29a-3p"
"897"	"MIMAT0004632_st"	"mmu-miR-29c-5p"
"898"	"MIMAT0000536_st"	"mmu-miR-29c-3p"
"899"	"MIMAT0004633_st"	"mmu-miR-27a-5p"
"900"	"MIMAT0000537_st"	"mmu-miR-27a-3p"
"901"	"MIMAT0000538_st"	"mmu-miR-31-5p"
"902"	"MIMAT0004634_st"	"mmu-miR-31-3p"
"903"	"MIMAT0004635_st"	"mmu-miR-92a-2-5p"
"904"	"MIMAT0000539_st"	"mmu-miR-92a-3p"
"905"	"MIMAT0000540_st"	"mmu-miR-93-5p"
"906"	"MIMAT0004636_st"	"mmu-miR-93-3p"
"907"	"MIMAT0000541_st"	"mmu-miR-96-5p"
"908"	"MIMAT0017021_st"	"mmu-miR-96-3p"
"909"	"MIMAT0000542_st"	"mmu-miR-34a-5p"
"910"	"MIMAT0017022_st"	"mmu-miR-34a-3p"
"911"	"MIMAT0000544_st"	"mmu-miR-129-2-3p"
"912"	"MIMAT0000545_st"	"mmu-miR-98-5p"
"913"	"MIMAT0017023_st"	"mmu-miR-98-3p"
